date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:56:27	63318/63318	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:13%20GMT	https://colorlib.com//polygon/admindek/default/icon-simple-line.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/icon-simple-line.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:27	54305/54305	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:08%20GMT	https://colorlib.com//polygon/admindek/default/form-elements-component.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/form-elements-component.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:29	55651/55651	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:05%20GMT	https://colorlib.com//polygon/admindek/default/form-elements-add-on.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/form-elements-add-on.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:29	57065/57065	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:05%20GMT	https://colorlib.com//polygon/admindek/default/form-elements-advance.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/form-elements-advance.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:29	52637/52637	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:07%20GMT	https://colorlib.com//polygon/admindek/default/form-picker.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/form-picker.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:29	47042/47042	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:08%20GMT	https://colorlib.com//polygon/admindek/default/form-validation.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/form-validation.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:30	55564/55564	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:07%20GMT	https://colorlib.com//polygon/admindek/default/form-select.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/form-select.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:30	47148/47148	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:06%20GMT	https://colorlib.com//polygon/admindek/default/form-masking.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/form-masking.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:31	59106/59106	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:09%20GMT	https://colorlib.com//polygon/admindek/default/form-wizard.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/form-wizard.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:31	53643/53643	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:41%20GMT	https://colorlib.com//polygon/admindek/default/bs-basic-table.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/bs-basic-table.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:32	44098/44098	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:41%20GMT	https://colorlib.com//polygon/admindek/default/bs-table-sizing.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/bs-table-sizing.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:32	45740/45740	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:41%20GMT	https://colorlib.com//polygon/admindek/default/bs-table-border.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/bs-table-border.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:33	43844/43844	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:43%20GMT	https://colorlib.com//polygon/admindek/default/bs-table-styling.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/bs-table-styling.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:33	73292/73292	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:53%20GMT	https://colorlib.com//polygon/admindek/default/dt-basic.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-basic.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:33	76958/76958	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:49%20GMT	https://colorlib.com//polygon/admindek/default/dt-advance.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-advance.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:33	74560/74560	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:51:00%20GMT	https://colorlib.com//polygon/admindek/default/dt-styling.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-styling.html	(from https://colorlib.com//polygon/admindek/default/index.html)
18:56:34	134019/134019	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:50:50%20GMT	https://colorlib.com//polygon/admindek/default/dt-api.html	C:/Users/vaawe/Desktop/Dashboard/colorlib.com/polygon/admindek/default/dt-api.html	(from https://colorlib.com//polygon/admindek/default/index.html)
